section1,section2,section3,naming,wItem,base,wCount,countable,price,pricetype,chargingmax,resellingprice,level,exp,max_amplify,max_supremum,hp,hpboost,judgmentboost,expire,equip,alpha,release
2,2,0,诺顿,2060,32768,1,0,2400,1,0,600,6,0,0,0,30,0,0,30,0,255,1
2,2,0,诺顿,2061,32768,1,0,7200,1,0,1800,6,0,0,0,15,0,0,0,0,255,1
2,2,0,李真宇,2062,32768,1,0,210,0,0,210,99,10,0,0,5,0,0,7,0,255,0
2,2,0,李真宇,2063,32768,1,0,420,0,0,420,99,10,0,0,5,0,0,30,0,255,0
2,2,0,李真宇,2064,32768,1,0,1260,0,0,1260,99,10,0,0,5,0,0,0,0,255,0
2,2,0,肯,2065,32768,1,0,340,0,0,340,99,25,0,5,0,0,0,7,0,255,0
2,2,0,肯,2066,32768,1,0,680,0,0,680,99,25,0,5,0,0,0,30,0,255,0
2,2,0,肯,2067,32768,1,0,2040,0,0,2040,99,25,0,5,0,0,0,0,0,255,0
2,2,0,JACK,2068,32768,1,0,440,0,0,440,99,0,0,10,0,0.2,0,7,0,255,0
2,2,0,JACK,2069,32768,1,0,880,0,0,880,99,0,0,10,0,0.2,0,30,0,255,0
2,2,0,JACK,2070,32768,1,0,2640,0,0,2640,99,0,0,10,0,0.2,0,0,0,255,0
2,2,0,小风,2071,32768,1,0,2500,1,0,2500,5,10,0,0,30,0,0,30,0,255,1
2,2,0,小风,2072,32768,1,0,7500,1,0,7500,5,5,0,0,15,0,0,0,0,255,1
2,2,0,眼镜男,2073,32768,1,0,3000,1,0,3000,6,16,0,0,30,0,0,30,0,255,1
2,2,0,眼镜男,2074,32768,1,0,9000,1,0,9000,6,8,0,0,15,0,0,0,0,255,1
2,2,0,Z博士,2075,32768,1,0,8000,1,0,8000,12,30,0,10,40,0,0,30,0,255,1
2,2,0,Z博士,2076,32768,1,0,24000,1,0,24000,12,15,0,5,20,0,0,0,0,255,1
2,2,0,诡异童,2077,32768,1,0,4000,1,0,4000,10,24,0,0,20,0,0,30,0,255,1
2,2,0,诡异童,2078,32768,1,0,12000,1,0,12000,10,12,0,0,10,0,0,0,0,255,1
2,2,0,NB一号,2079,32768,1,0,1600,1,0,1600,5,0,0,0,0,0,0,30,0,255,1
2,2,0,NB一号,2080,32768,1,0,4800,1,0,4800,5,0,0,0,0,0,0,0,0,255,1
2,2,0,埃及王子,2081,32768,1,0,2800,1,0,2800,5,30,0,0,20,0,0,30,0,255,1
2,2,0,埃及王子,2082,32768,1,0,8400,1,0,8400,5,15,0,0,10,0,0,0,0,255,1
2,2,0,张子龙,2083,32768,1,0,4500,1,0,4500,8,0,0,10,40,0,0,30,0,255,1
2,2,0,张子龙,2084,32768,1,0,13500,1,0,13500,8,0,0,5,20,0,0,0,0,255,1
2,2,0,人形魔术师,2085,32768,1,0,623,1,0,623,99,30,0,0,30,0,0,30,0,255,1
2,2,0,人形魔术师,2086,32768,1,0,1869,1,0,1869,99,15,0,0,15,0,0,0,0,255,1
2,2,0,NB二号,2087,32768,1,0,1600,1,0,1600,99,32,0,0,0,0,0,30,0,255,1
2,2,0,NB二号,2088,32768,1,0,4800,1,0,4800,99,16,0,0,0,0,0,0,0,255,1
2,2,0,Rei,2089,32768,1,0,4600,1,0,4600,10,30,0,0,40,0,0,30,0,255,1
2,2,0,Rei,2090,32768,1,0,13800,1,0,13800,10,15,0,0,20,0,0,0,0,255,1
2,3,0,布兰特,3073,32768,1,0,5000,1,0,5000,8,30,0,0,40,0,0,30,0,255,1
2,3,0,智力兔,3074,32768,1,0,5000,1,0,5000,8,32,0,0,30,0,0,30,0,255,1
2,3,0,卡米莉娅,3075,32768,1,0,3000,1,0,3000,6,20,0,0,30,0,0,30,0,255,1
2,3,0,布兰特,3076,32768,1,0,15000,1,0,15000,8,15,0,0,20,0,0,0,0,255,1
2,3,0,智力兔,3077,32768,1,0,15000,1,0,15000,8,16,0,0,15,0,0,0,0,255,1
2,3,0,卡米莉娅,3078,32768,1,0,9000,1,0,9000,6,10,0,0,15,0,0,0,0,255,1
2,3,0,Lee,3079,32768,1,0,0,2,0,0,5,0,0,0,3,0,0,7,0,255,0
2,3,0,杰米斯,3080,32768,1,0,0,2,0,0,20,6,0,0,8,0,0,7,0,255,0
2,3,0,阿赞,3081,32768,1,0,0,2,0,0,35,30,0,10,0,0,0,7,0,255,0
2,3,0,旺才,3082,32768,1,0,3600,1,0,3600,6,20,0,0,40,0,0,30,0,255,1
2,3,0,旺才,3083,32768,1,0,10800,1,0,10800,6,10,0,0,20,0,0,0,0,255,1
2,3,0,胆小猫,3084,32768,1,0,3000,1,0,3000,6,0,0,0,40,0,0,30,0,255,1
2,3,0,胆小猫,3085,32768,1,0,9000,1,0,9000,6,0,0,0,20,0,0,0,0,255,1
4,1,0,炫紫MK2,9217,32768,1,0,6500,1,0,6500,99,100,0,0,0,0.2,0,15,37,255,0
4,1,0,可爱POP,9218,32768,1,0,3000,1,0,3000,5,20,0,0,30,0,0,30,5,255,1
4,1,0,极限超音速,9219,32768,1,0,4000,1,0,4000,5,25,0,0,50,0,0,30,18,255,1
4,1,0,绿色豪华,9220,32768,1,0,2500,1,0,2500,5,20,0,0,20,0,0,30,3,255,1
4,1,0,可爱POP,9221,32768,1,0,9000,1,0,9000,5,10,0,0,15,0,0,0,5,255,1
4,1,0,极限超音速,9222,32768,1,0,12000,1,0,12000,5,15,0,0,25,0,0,0,18,255,1
4,1,0,绿色豪华,9223,32768,1,0,7500,1,0,7500,5,10,0,0,10,0,0,0,3,255,1
4,1,0,PG-P,9224,32768,1,0,9000,1,0,9000,99,3,0,0,5,0,0,15,12,255,0
4,1,0,赤色风暴,9225,32768,1,0,0,2,0,0,99,0,0,20,0,0,0,7,7,255,0
4,1,0,绿色海角,9226,32768,1,0,0,2,0,0,15,5,0,0,6,0,0,7,33,255,0
4,1,0,旺才_MK2,9227,32768,1,0,0,2,0,0,30,15,0,5,0,0,0,7,38,255,0
4,1,0,冬之星 ,9228,32768,1,0,440,0,0,440,99,20,0,0,25,0.2,0,7,6,255,0
4,1,0,冬之星 ,9229,32768,1,0,3500,1,0,3500,99,50,0,0,0,0,0,30,6,255,1
4,1,0,冬之星 ,9230,32768,1,0,10500,1,0,10500,99,25,0,0,0,0,0,0,6,255,1
4,1,0,OblivioN ,9231,32768,1,0,900,0,0,900,99,10,0,20,0,0.2,0,7,10,255,0
4,1,0,OblivioN ,9232,32768,1,0,1800,0,0,1800,99,10,0,20,0,0.2,0,30,10,255,0
4,1,0,OblivioN ,9233,32768,1,0,5400,0,0,5400,99,10,0,20,0,0.2,0,0,10,255,0
4,1,0,RED ,9234,32768,1,0,840,0,0,840,99,5,0,20,15,0,0,7,19,255,0
4,1,0,RED ,9235,32768,1,0,1680,0,0,1680,99,5,0,20,15,0,0,30,19,255,0
4,1,0,RED ,9236,32768,1,0,5040,0,0,5040,99,5,0,20,15,0,0,0,19,255,0
4,1,0,Bright_Dream,9237,32768,1,0,540,0,0,540,99,15,0,5,20,0,0,7,24,255,0
4,1,0,Bright_Dream,9238,32768,1,0,1080,0,0,1080,99,15,0,5,20,0,0,30,24,255,0
4,1,0,Bright_Dream,9239,32768,1,0,3320,0,0,3320,99,15,0,5,20,0,0,0,24,255,0
4,1,0,水蓝色界面,9240,32768,1,0,0,2,0,0,99,0,0,0,0,0,0,0,4,255,0
4,1,0,PG-BLACK,9241,32768,1,0,5000,1,0,5000,5,28,0,0,60,0,0,30,9,255,1
4,1,0,PG-BLACK,9242,32768,1,0,15000,1,0,15000,5,18,0,0,30,0,0,0,9,255,1
4,1,0,极品红宝石,9243,32768,1,0,12000,1,0,12000,12,40,0,0,100,0,0,30,1,255,1
4,1,0,极品红宝石,9244,32768,1,0,36000,1,0,36000,12,30,0,0,50,0,0,0,1,255,1
4,1,0,黄金甲,9245,32768,1,0,16000,1,0,16000,15,35,0,10,100,0,0,30,2,255,1
4,1,0,黄金甲,9246,32768,1,0,48000,1,0,48000,15,25,0,5,50,0,0,0,2,255,1
4,1,0,烈焰燃烧,9247,32768,1,0,3000,1,0,3000,5,30,0,0,20,0,0,30,35,255,1
4,1,0,烈焰燃烧,9248,32768,1,0,9000,1,0,9000,5,15,0,0,10,0,0,0,35,255,1
4,1,0,赤色风暴,9249,32768,1,0,6800,1,0,6800,8,30,0,0,60,0,0,30,7,255,1
4,1,0,赤色风暴,9250,32768,1,0,20400,1,0,20400,8,15,0,0,30,0,0,0,7,255,1
4,1,0,PG-P,9251,32768,1,0,56000,1,0,56000,28,40,0,30,100,0,0,30,12,255,1
4,1,0,PG-P,9252,32768,1,0,168000,1,0,168000,28,20,0,15,50,0,0,0,12,255,1
4,1,0,Hello_Pinky,9253,32768,1,0,16000,1,0,16000,99,30,0,40,50,0,0,30,32,255,1
4,1,0,Hello_Pinky,9254,32768,1,0,60000,1,0,60000,99,25,0,25,30,0,0,0,32,255,1
4,2,0,甜蜜心型,10241,32768,1,0,1200,1,0,1200,99,10,0,0,0,0,0,30,1,255,1
